cid,canonical_smiles
3237605,CCOC(=O)c1oc2ccccc2c1NC(=O)c1cc(OC)cc(OC)c1
3237612,CCN1CCCC1CNC(=O)CCNC(=O)c1cc(OC)c(OC)c(OC)c1
3237618,O=C(Nc1cccc(OC(=O)c2ccco2)c1)c1ccco1
3237634,CC(C)NC(=O)c1n[nH]c(=O)c2ccccc12
3237635,CCN(CCCNC(=O)CC(C(=O)N1CCc2ccccc21)n1ccnc1)c1ccccc1
3237672,Cc1sc2ncn(CC(=O)NCCCC(=O)N3CCN(c4ncccn4)CC3)c(=O)c2c1C
3237684,CC(C)N(CCNC(=O)C1CCC(=O)N1Cc1ccc(F)cc1)Cc1ccccc1
3237688,CCOC(=O)C(NC(=O)CC)(Nc1sc2c(c1C(=O)OC)CCN(C)C2)C(F)(F)F
3237707,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCC2(CC1)OCCO2
3237711,O=C(NCc1n[nH]c(=S)n1-c1ccccc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
713757,Oc1ccccc1-c1nnc(-c2ccc(C(F)(F)F)cc2)o1
3237721,COc1ccc(CCNC(=O)CC(NS(=O)(=O)c2ccc(NC(C)=O)cc2)C(C)C)cc1OC
3237724,CCc1c(C(=O)NCc2ccc3c(c2)OCO3)[nH]c(C)c1C(C)=O
3237725,COCCNC(=O)c1cc(-c2ccc(OC)c(OC)c2)on1
3237727,CSc1nsc(SC)c1NC(=O)OCc1ccccc1
3237739,Cc1oc(-c2ccccc2F)nc1CSCC(=O)NCc1ccc2c(c1)OCO2
3237741,O=C(CNS(=O)(=O)c1ccc(Br)s1)N1CCC(N2CCCCC2)CC1
3237744,Cc1ccccc1-c1nc(C[S+]([O-])CC(=O)NCCCN(C)c2ccccc2)c(C)o1
3237754,CC(C)(C)n1ncc2c(=O)n(Cc3ccc(Cl)cc3Cl)cnc21
3237758,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc2c(c1)OCCO2
3237785,O=C(NCCN1CCOCC1)c1nn2c(c1Cl)NC(c1ccccc1)CC2C(F)(F)F
3237786,Cc1cccn2c(=O)c3cc(C(=O)N4COCC4(C)C)n(C)c3nc12
3237795,O=C(NCCc1ccc(Cl)cc1)C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1
2152426,CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)c1=NC(=O)C(C)(C)C
3237813,N#CCSc1nc2cc(C(=O)N3CCCC3)ccc2c(=O)n1Cc1ccccc1
3237829,Cc1ccc(Nc2cc(=O)n(C3CCCCC3)c(=O)[nH]2)cc1C
3237832,O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)NCCN1CCCc2ccccc21
3237836,N#CCSc1nc(N)c(C#N)c(C2CCCCC2)c1C#N
3237849,CCOc1ccc(N2C(=O)c3cccnc3C2=O)cc1
606400,Cc1cc(=O)c2cc(Cl)ccc2[nH]1
3237860,CC(C)OCCCn1c(=S)[nH]c2ncccc2c1=O
3237863,CCCCN(C)CCCNC(=O)c1ccc(N2CCCC2=O)cc1
80634,O=C(O)CCC(=O)CCC(=O)c1ccccc1
3237873,COc1ccc(CNn2c(C)nc3ccccc3c2=O)cc1
3237903,O=C1C2CCCN2C(c2ccccc2F)N1c1ccc(Cl)cc1
3237908,O=C(Nc1ccc(F)cc1Cl)c1ccc2c(=O)n3c(nc2c1)CCCCC3
3237938,COc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1
3237939,COc1ccc(C)cc1NC(=O)c1cc2cc3ccc(C)cc3nc2o1
3237949,CCCS(=O)(=O)N1CCCC(C(=O)NCC2CCCO2)C1
3237952,COc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1Cl
714521,CCOc1ccc(CC(=O)C2C(=O)CCCC2=O)cc1OCC
3237984,COc1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2C2CCCCC2)cc1
3237997,COc1ccc(OC)c2[nH]c(=O)c(CCNC(=O)COc3ccccc3)cc12
3238017,O=C(Oc1cccc(Br)c1)c1cccnc1
3238021,COc1ccccc1-c1cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)NC(C)C)n1
842004,CC(=O)c1cc2c(cc1NC(=O)CCCC(=O)O)OCO2
135463214,CC(O)=c1ccc2cccc3nc(C)nc1c23
3238043,CN1CCN(CCCNC(=O)c2ccc(CSCc3cccc(Cl)c3)o2)CC1
3238044,CCCc1nnc(NC(=O)CN2C(=O)C3C4C=CC(C4)C3C2=O)s1
3238048,CCN(CC)c1cc(C)c2cc(NC(=O)CNC(C)=O)ccc2n1
3238049,O=C(CCn1nc(-c2ccc(Cl)cc2)ccc1=O)NCc1ccccn1
3238054,CCCS(=O)(=O)N1CCCC(C(=O)NCCCN2CCN(c3ccccc3F)CC2)C1
3238064,CCC(C)NC(=O)C1CC(c2ccc(OC)cc2)=NO1
3238069,Cc1ccc(NC(=O)CCN2C(=O)c3ccncc3C2=O)cc1
3238071,O=S(=O)(NCc1cn2ccsc2n1)c1ccc(Oc2ccccc2)cc1
3238072,CCC(C)(NC(=O)c1ccccn1)C(=O)NC1CCCCC1
3238081,CCN(CC)CCCNC(=O)C1CCC(=O)N(c2ccc(OC)cc2)C1c1ccc(F)cc1
2049501,Cc1[nH]n(C(C)(C)C)c(=O)c1Sc1ccc(Cl)cc1
3238096,COc1ccc(-c2noc(N(C)CC(=O)Nc3cccc(C(F)(F)F)c3)n2)cc1
3238104,O=C(CN1CCN(CC(=O)Nc2ccccc2Cl)CC1)Nc1ccc2c(c1)OCCO2
3238111,Cc1cc(NC(=O)c2cc(C(C)C)on2)no1
3238112,CC(=O)c1c(N=CN(C)C)nc(C)nc1-c1ccccc1
3238115,Cc1ccc2c(c1)N(CCC(=O)N1CCC3(CC1)OCCO3)C(=O)C(C)O2
2160470,CC(C)(C)n1nc2c(c1NC(=O)c1ccc(S(=O)(=O)N3CCCCC3)cc1)C[S+]([O-])C2
3238139,O=C(NCCN1CCCC1)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1
3238146,CC(C)CCN1CC(C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1=O
3238148,O=C(Nc1cnn(Cc2ccc(Cl)cc2Cl)c1)c1cc(-c2cccs2)on1
3238158,O=C(CCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)N1CCN(c2ncccn2)CC1
3238162,CCCCCn1c(CN2CCN(c3cc(Cl)ccc3C)CC2)nc2c1c(=O)[nH]c(=O)n2C
3238167,COc1cc(OC)c(C2C(C(=O)O)c3ccccc3C(=O)N2C)cc1OC
3238192,COc1ccc(OC)c(C2N(c3cc(C)on3)C(=O)C3CCCN32)c1
3238193,Cc1ccc(CS(=O)(=O)CCC(=O)NCCCN2CCCC2=O)cc1
3238204,Cc1ccc(C)c(NC(=O)Cn2nnc(C(=O)Nc3c(C)cccc3C)c2N)c1
3238211,Cn1c(C(=O)O)c(CC(=O)NCc2cccnc2)c2ccccc21
3238216,CCOCCn1c(CN(Cc2ccccc2)Cc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C
3238227,COCCCn1c(=S)[nH]c2ncccc2c1=O
3238228,O=C(Cn1ccc2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1
3238233,CC(C)OC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1
3238234,Cc1ccc2c(c1)N(CCC(=O)NCCN1CCOCC1)C(=O)CO2
757779,O=C(O)c1cccnc1SCc1ccccc1
3238290,CCOC(=O)c1oc2ccccc2c1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1
3238292,CCc1ccc(NC(=O)c2cc(C(C)C)on2)cc1
757007,CCc1cc(C(=O)OC)c(NC(=O)CCCC(=O)O)s1
3238300,O=C(O)c1ccc(S(=O)(=O)NC2CCCc3ccccc32)cc1
3238312,CCn1cc(C(=O)NCC(=O)OC)c2cc(OC)c(OC)cc2c1=O
3238340,COc1ccc(C2C(C(=O)N3CCOCC3)CCC(=O)N2c2ccc(OC)cc2)cc1
3238341,CCc1ccc(NC(=O)CSc2nc3cc(C(=O)OC)ccc3c(=O)n2Cc2ccco2)cc1
3238346,Cc1ccc(-c2ccc(=O)n(CC(=O)NCCN3CCCCC3C)n2)cc1
3238359,O=C(NCCCN1CCN(C2CCCCC2)CC1)Nc1ccccc1C(F)(F)F
3238370,COc1ccc(-n2c(=O)[nH]cc(C(=O)Nc3ccc4c(c3)OCCO4)c2=O)cc1
559616,CC1(C)OC(C(N)=O)C(C(N)=O)O1
3238388,Cc1cc(NC(=O)CSc2nc3ccsc3c(=O)n2CCCCC(=O)O)no1
3238389,O=c1cc(N2CCN(c3cccc(Cl)c3)CC2)[nH]c(=O)n1C1CCCCC1
3238395,CCC(=O)Nc1c2c(nc3c1CCC3)CCCC2
2302374,COc1ccccc1CNC(=O)CSc1nc2nc(C)cc(C)n2n1
3238411,CCCOc1ccc2oc(=O)c3c(c2c1)CCCN3C(=O)CN1CCCC(C(=O)OCC)C1
3238414,CCOC(=O)N1CCC(NC(=O)CCC(=O)N2CC(C)Oc3ccc(C)cc32)CC1
3238437,CC1CCCC(NC(=O)C2CCN(S(=O)(=O)N3CCC4(CC3)OCCO4)CC2)C1C
3238452,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)C1CCCN(S(=O)(=O)c2cnc[nH]2)C1
3238453,Cc1cccc(N(C)S(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)c1
3238470,CCOc1ccc(CNC(=O)C2CCC(=O)N2C2CCCC2)cc1OC
3238499,CCOc1ccc(-c2nnc3ccc(SCC(=O)NCc4ccco4)nn23)cc1
3238509,Cc1ccc2cc3cc(C(=O)N4CCC5(CC4)OCCO5)oc3nc2c1
3238513,Cc1cccc2cc(=O)[nH]c(C)c12
3238517,O=C(CNS(=O)(=O)c1ccc(Br)s1)N1CCC2(CC1)OCCO2
3238567,CC1CCOC2(O1)C(=O)N(CN1CCN(c3ccccc3F)CC1)c1ccccc12
5771356,COc1ccccc1C1C(C(=O)c2ccccc2)C(=O)C(=O)N1CCO
764722,O=c1cc(CO)oc(CN2CCCC2)c1O
3238604,CC(C)c1ccc(OCc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2)cc1
3238610,O=C(CSc1nc2ccccc2c(=O)n1CCCC(=O)N1CCCC1)NCc1ccco1
3238616,COc1cccc(N2C(=O)C(CC(=O)Nc3ccccc3)N(C3CCCCC3)C2=O)c1
3238620,CC1CCC(NC(=O)c2ccc(CS(=O)(=O)Cc3ccccc3F)o2)CC1
3238624,CC(=O)Nc1ccc(S(=O)(=O)NCC2CCC(C(=O)N3CCN(c4ccccn4)CC3)CC2)cc1
3238637,NC(=O)NC(=O)Nc1ccccc1Cl
3238651,CCOC(=O)NC(CC(=O)O)c1ccc(OCC)cc1
3238652,Cc1ccc(-c2nc3ncccn3c2NC(=O)C2CC2)cc1
3238653,CC1=C(C(N)=O)C(c2cccs2)n2nc(-c3cccc(Cl)c3)nc2N1
3238660,O=C(NCC1CCCO1)c1ccc(CS(=O)(=O)Cc2ccc(F)cc2)o1
3238669,CCOC(=O)Cc1csc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)n1
3238675,COc1ccc(CN2CC(C(=O)NCCC3=CCCCC3)CC2=O)cc1
3238694,COc1ccc2cc3cc(C(=O)NCCN4CCN(c5ccccc5F)CC4)oc3nc2c1
3238702,Cc1ccc(CCN2CC(C(=O)NCCCN(C)Cc3ccccc3)CC2=O)cc1
3238711,Cc1oc(-c2ccccc2F)nc1CS(=O)(=O)CC(=O)NCCCN(C)C1CCCCC1
3238713,O=C(NCCCN1CCc2ccccc2C1)C1CCN(S(=O)(=O)N2CCCC2)CC1
3238717,O=C(O)CN1CCN(Cc2ccccc2)C1=O
3238730,O=C(NC1CCCCC1)c1sc(=S)n2c1[nH]c(=O)c1ccccc12
3238734,COC(=O)C1=C(NC(=O)c2ccc(C)cc2)CCS1
3238759,O=C(CCn1nc(-c2ccc(Cl)cc2)ccc1=O)N1CCOCC1
223824,O=C1OCc2cccc3cccc1c23
3238773,Cc1ccc(S(=O)(=O)NCCC(=O)NCc2ccccc2)cc1
748847,CCOC(=O)c1sc(=N)n(-c2ccc(OC)cc2)c1C
3238782,COc1ccc(N(CC(=O)NCc2cccc(OC)c2)S(=O)(=O)c2c(C)noc2C)cc1
135525723,Cc1cc(=O)[nH]c(SCC(=O)Nc2nc3c(s2)CCCC3)n1
3238786,O=C(O)CC(c1ccccc1)n1cnnn1
3238792,COCCNC(=O)c1ccc2c(c1)ncn2-c1ccc(F)c(F)c1
3238797,COCCCNC(=O)CCC(=O)Nc1ccc2nc(N3CCOCC3)cc(C)c2c1
3238811,Cn1c(=O)c2cc(S(=O)(=O)NCCC(=O)Nc3ccc(Cl)cc3)ccc2n(C)c1=O
3238812,CCCCn1cnc2c(cnn2-c2ccc(F)cc2)c1=O
3238816,CC1(C)OC(=O)C(=CNCC(O)c2ccccc2)C(=O)O1
3238821,O=C(CCN1CCN(CC(=O)Nc2ccccc2Cl)CC1)Nc1ccccc1F
3238832,CCCS(=O)(=O)N1CCCC(C(=O)NCCCOC(C)C)C1
3238835,Cc1ccc(CNC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1
717668,CCOC(=O)Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
3238842,Cc1ccc(N2C(=O)CSC2c2cccnc2)cc1F
3238850,COc1ccc(OC)c2[nH]c(=O)c(CCNC(=O)C3CCCCC3)cc12
3238851,CC(=O)c1c(C)[nH]c(C(=O)N2CCc3ccccc3C2)c1C
3238870,CC1CCC(C(=O)NC(C(=O)N2CCC(N3CCCCC3)CC2)C(C)C)CC1
3238881,CCC(=O)n1nc(-c2ccc(OC)cc2)nc1N
3238886,Cc1ccc(CS(=O)(=O)CCC(=O)NCc2ccccn2)cc1
715260,CCOc1cc(C#N)c(NC(=O)c2cccnc2)cc1OCC
3238908,S=C1SCN(CCN2CCOCC2)CN1Cc1ccccc1
3238913,Cc1cc(C)cc(-n2nnc(C(=O)NCc3ccccc3Cl)c2N)c1
3238930,COc1ccccc1CNC(=O)CCCn1c(=O)c2ccccc2n(CC(=O)NC2CCCC2)c1=O
3238938,Cc1c(NC(=O)NC(C)N2C(=O)C3C4C=CC(C4)C3C2=O)c(=O)n(-c2ccccc2)n1C
735783,O=C(O)CCC(=O)N1CCN(c2ccccn2)CC1
3238953,CCCCCOc1ccc(OC(=O)c2ccncc2)cc1
3238956,O=C(NCCCN1CCN(c2ccccc2F)CC1)C1CCC(=O)N1C1CCCCC1
3238963,CCN(C(=O)CSc1nc2cc(C(=O)OC)ccc2c(=O)n1Cc1ccco1)c1cccc(C)c1
698541,C1CCN(c2nc3nonc3nc2N2CCCC2)C1
3238976,CN(C(=O)CSc1ncccc1C(=O)O)c1ccccc1
3238982,COc1ccccc1NC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1
3238983,Cc1ccc(C)n1CCN1CCN(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1
3238986,COc1ccc(CC(=O)Nc2ccc(-c3noc(-c4cccc(OC)c4)n3)cc2)cc1
135427719,CCOC(=O)CSc1nc2c(cnn2-c2ccc(C)cc2)c(=O)[nH]1
5938244,CN(C)c1ccc(C=c2sc3nc(-c4ccccc4)nn3c2=O)cc1
674163,O=c1[nH]c(=O)n(CCOc2ccc(Cl)cc2)cc1Br
3239013,COc1ccc(NC(=O)NCCCN2CCCCC2C)cc1
3239022,CCCOc1ccc(C2C(=O)N(C3CCCCC3)CC(=O)N2C2CC2)cc1OC
3239025,CCOC(=O)C1CCCN(C(=O)CCCOc2cc(=O)n(C)c3ccccc23)C1
3239031,CN1C(=O)c2ccccc2C(C(=O)O)C1c1cn(C)c2ccccc12
3239032,Cc1ccc(C)c(S(=O)(=O)NC(CC(C)C)C(=O)O)c1
1098144,Oc1c(CN2CCOCC2)cc(-c2ccccc2)cc1CN1CCOCC1
3239056,COc1ccc2nc(N3CCCC(C(=O)NCCCN4CCN(C)CC4)C3)sc2c1
3239068,O=C(C(NS(=O)(=O)c1cccs1)c1ccccc1)N1CCN(c2ccccc2)CC1
3239073,CCS(=O)(=O)N1CCC(C(=O)NCc2ccccc2OC)CC1
3239074,Cn1c(=O)cc(SCC(=O)NCCN2CCN(c3ccccc3F)CC2)c2cc(Cl)ccc21
5392452,CC(=Nn1nnnc1Nc1ccccc1)c1ccc(N)cc1
3239084,O=C(NC1CCCC1)C1CC(c2ccc(F)cc2)=NO1
3239085,O=c1cc(N2CCC(Cc3ccccc3)CC2)[nH]c(=O)n1C1CCCCC1
3239086,COc1cccc(C2=NOC(C(=O)NCCN3CCOCC3)C2)c1
3239104,CCC(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1
3239105,CCS(=O)(=O)N1CCC(C(=O)NCCCN2CCCC2)CC1
3239112,CCOC(=O)CC(=O)CSc1nc(-c2cccnc2)cc(C)c1C#N
3239115,CCOC(=O)C1CCCN(c2ncnc3c2cnn3-c2cccc(C)c2)C1
3239116,COc1ccc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4C)c3)no2)cc1OC
6603309,Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1
685244,CCOc1ccc(C(F)(F)F)cc1NC(C)=O
3239130,COc1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2CCC(=O)N2CCCCC2)cc1
3239144,O=C(Nc1cccc(C(F)(F)F)c1)C1CCCN(S(=O)(=O)c2cnc[nH]2)C1
3239146,CC(C)C(=O)NCCn1ccc2ccccc21
3239148,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)Nc3ccc(F)cc3F)cc2)CC1
3239155,COc1ccc(N(C)S(=O)(=O)c2c(C)[nH]c(=O)[nH]c2=O)cc1
3239169,O=C(CCCNS(=O)(=O)c1cccc2nsnc12)NCCc1ccccc1
3239175,COc1ccc(NC(=O)C2c3cc(OC)c(OC)cc3C(=O)N(C)C2c2cccnc2)cc1OC
3239181,CCOc1ccc(C(=O)Nc2cccc(-c3nc4cccnc4o3)c2)cc1Cl
3239183,CCS(=O)(=O)N1CCC(C(=O)NCCc2ccccc2)CC1
3239194,Cc1c2c(nc3c(C(=O)NC4CCCC4)cnn13)CCCC2
6603506,OC(COc1ccc(OCC(O)CN2CCCCCC2)cc1)CN1CCCCCC1
3239222,CC1CCN(CCCn2c(=S)[nH]c3ccc(N4CCOCC4)cc3c2=O)CC1
3239233,CCN(CC)CCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3
3239273,COc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cccc5nsnc45)CC3)sc2c1
2925182,O=C(Nc1cccnc1)c1ccc2snnc2c1
3239277,O=C(C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1)N1CCN(c2ccccn2)CC1
3239282,CC1(C)OC(=O)N(Cc2ccco2)C1(C)O
3147456,COc1cc(C2NC(=O)NC(O)(C(F)(F)F)C2C(=O)c2ccc(Cl)cc2)ccc1O
3239288,CCC(Sc1ccc2nnc(-c3ccc(F)cc3)n2n1)C(=O)O
3239295,CC(C)(C)C(=O)NC(=C(Cl)Cl)P(=O)(O)O
3239301,O=C(c1cc2cc3ccc(Cl)cc3nc2o1)N1CCC2(CC1)OCCO2
3239304,CC(=O)NC(C)C(c1cccs1)N1CCN(c2ccccc2)CC1
3239309,CCCCOc1ccc(OC(=O)c2cccnc2)cc1
3239311,Cc1cc(=O)oc(C)c1C(=O)NCCCN1CCN(c2ccc(F)cc2)CC1
3239315,Cc1ccc(C)c(NC(=O)C2CC(O)CN2C(=O)OC(C)(C)C)c1
3239323,CCS(=O)(=O)N1CCC(C(=O)NCCCN2CCN(c3ccccc3F)CC2)CC1
3239329,Cc1ccccc1NS(=O)(=O)c1ccc2[nH]cc(C(=O)N(C)Cc3ccco3)c(=O)c2c1
3239336,O=C(NCc1ccc2c(c1)OCO2)C1CC(=O)N(C2CCCC2)C1
3239353,CSCCC(NC=C1C(=O)OC(C)(C)OC1=O)C(=O)O
3239359,O=C(Cn1cccc1C(=O)c1ccccc1)NCc1cccs1
101181,CC(Oc1ccc(-c2ccccc2)cc1)C(=O)O
3239372,CCOc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1
54693395,O=c1c(-c2ccccc2)c(O)c2cccc3c2n1CCC3
3239408,CC1(C)CC2(CCO1)OC(=O)CC2C(=O)NCCc1ccccc1
3239413,O=C(O)c1ccc2c(c1)C(=O)N(C(Cc1ccc(O)cc1)C(=O)O)C2=O
3239419,COc1cc(OC)c(C2C(C(=O)Nc3ccc(C)cc3C)=C(C)Nc3ncnn32)cc1OC
5400198,CCOC(=O)c1cccc2c1-c1ccccc1C2=NO
3239428,COc1ccc(-c2cc(C(F)(F)F)nc(N3CCCCC3)n2)cc1OC
3239430,COC(=O)C1=C(NC(=O)c2cccs2)CCS1
741378,COC(=O)Sc1nnc(-c2ccc(Br)cc2)o1
3239442,CCOC(=O)c1[nH]c(C)c(CN(CCc2ccccc2)C(=O)CCC(=O)O)c1C
3239474,Cc1oc(-c2ccccc2Cl)nc1CSCC(=O)NC1CC1
3239491,CC(=O)NC(O)C(=O)c1ccco1
3239496,COc1cccc(-c2nc(C[S+]([O-])CC(=O)N3CCC4(CC3)OCCO4)c(C)o2)c1
3239498,CCOc1nc(NCCc2ccc(OC)c(OC)c2)nc(NC(C)(C)CO)n1
3239499,CCc1ccccc1NC(=O)c1nnn(CC(=O)Nc2cccc(C)c2C)c1N
3239501,COc1ccc(N2CCN(Cc3nc4c(c(=O)[nH]c(=O)n4C)n3CCCc3ccccc3)CC2)cc1
3239505,CC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)ccc21
3239509,Cc1cccc(Cn2cnc3c(nnn3Cc3ccc(Cl)cc3)c2=O)c1
3239527,COC(=O)C(NS(=O)(=O)c1ccc(NC(C)=O)cc1)C(C)C
3239543,O=C(CN1CCN(c2ccc(Cl)cc2)CC1)Nc1ccc(F)c(F)c1
3239549,CCCCOC(=O)C1=C(C)Nc2nnnn2C1c1ccc(OC)c(OC)c1OC
3239551,CCn1c(=O)cc(SCC(=O)N2CCN(C(=O)c3ccco3)CC2)c2ccccc21
3239564,COc1ccc(N2C(=O)CCC(C(=O)Nc3ccccn3)C2c2ccc(OC)c(OC)c2)cc1
3239565,COc1ccc(-c2cc(C(=O)NCc3cccnc3)no2)cc1OC
3239572,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCC(N2CCCCC2)CC1
719070,Cc1nc(S(=O)(=O)N(C)c2ccccc2)c(C#N)c(C)c1Cl
3239579,NC(=O)CCCC1=NS(=O)(=O)c2ccccc2N1
3239580,CC(=O)Nc1ccc(S(=O)(=O)NC(CC(=O)NCCCN2CCOCC2)C(C)C)cc1
3239587,Cc1ccc(C)c(-n2c(CNC(=O)c3ccco3)nnc2SCC(=O)N2CCc3ccccc32)c1
3239604,COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCOCC1
3239613,Cc1nc2c(C(=O)NCc3ccc4c(c3)OCO4)c[nH]n2c(=O)c1Cc1ccccc1F
3239617,Cn1c(=O)[nH]c(=O)c2c1nc(CN1CCOCC1)n2Cc1ccccc1
3239620,CCOC(=O)c1ccc(NC(=O)Nc2ccc3c4c(cccc24)C(=O)N3CC)cc1
3239624,Cc1ccc(Cc2c(C)nc3nc(SCC(=O)NCc4ccco4)nn3c2C)cc1
3239626,C=CCN(CC=C)CC(O)Cn1c2ccccc2c2ccccc21
3239631,CCN=C(Nc1cccc(F)c1)SC1CC(=O)N(c2ccc(OC)cc2)C1=O
3239634,O=C(Cn1cccc1)NC1CCCCCC1
684679,CSc1nsc(SC)c1NC(=O)Nc1ccccn1
3239637,O=C(c1cc(-c2ccco2)on1)N1CCOCC1
3239643,S=c1[nH]nc(C23CC4CC(CC(C4)C2)C3)n1Cc1ccco1
3239645,COc1ccc(C2=NOC(C(=O)NCCN3CCOCC3)C2)cc1
3239647,CCN1CCCC1CNC(=O)C1c2cc(OC)c(OC)cc2C(=O)N(C)C1c1cccnc1
3239654,Cc1ccccc1C(=O)c1cccn1CC(=O)NCc1ccco1
3239657,O=C(C1CCC(=O)N1Cc1ccccc1Cl)N1CCN(c2cccc(Cl)c2)CC1
3239659,CCOC(=O)N1CCN(C(=O)c2ccc3c(=O)n(-c4ccc(OC)cc4)c(=S)[nH]c3c2)CC1
135467355,CCSc1nc2c(c(=O)[nH]1)C(c1ccncc1)C(C(=O)OC(C)C)=C(C)N2
3239690,COc1ccc(OC)c2[nH]c(=O)c(CCNS(=O)(=O)c3ccccc3)cc12
3239699,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NCCc3ccc(OCC)c(OCC)c3)ccc21
3239701,CCOc1ccc(N(CC(=O)NCc2ccc(OC)cc2)S(=O)(=O)c2c(C)noc2C)cc1
3239705,CSc1cccc(NC(=O)Cn2cccc2)c1
3239707,Cc1cc(C)c(NC(=O)CSc2nnc(Cc3cccn3C)n2-c2ccc(F)cc2)c(C)c1
3239709,Cn1c(=O)cc(OCCCC(=O)N2CCN(c3ccccc3)CC2)c2ccccc21
3239722,COc1ccc(N(C)S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1
719755,CC(=O)Nc1ccc2nc(C3CCCCC3)[nH]c2c1
3239725,COC(=O)c1ccc(OCC2c3cc(OC)c(OC)cc3CCN2C(=O)C2CC2)cc1
3239728,CCOC(=O)N1CCC(NS(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3C)CC1
684970,Nc1nonc1-n1nncc1-c1ccccc1
3239752,COCCNC(=O)C1CC(c2cccc(OC)c2)=NO1
3239757,COc1ccc(OC(=O)c2ccncc2)cc1
3239775,CCOc1ccc(N(CCC#N)S(=O)(=O)c2ccc(OC)cc2)cc1
2861856,CN1C2CCC1CC(OC(=O)c1ccc(Cl)cc1)C2
3239778,O=C(CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1)Nc1ccc(Cl)c(C(F)(F)F)c1
3239781,CCCCOc1ccc(S(=O)(=O)Nc2cccnc2)cc1
998899,O=C(CN1CCN(Cc2ccccc2)CC1)N1CCCc2c1c(=O)oc1ccc(O)cc21
3239786,O=C(NCCCN1CCC(Cc2ccccc2)CC1)C1CCN(S(=O)(=O)N2CCOCC2)CC1
3239791,CCn1c(SCC(=O)Nc2ccc3c(c2)OCCO3)nc2c(c1=O)SC(C)C2
1510815,CC(=O)c1nnn(-c2nc(N)nc(N(c3ccccc3)c3ccccc3)n2)c1C
3239797,CCOC(=O)c1c(C)c(C(=O)N2CCCCCC2)c(C)n1C
3239817,O=C1OC2CC3CC1CC(O)(C3)C2
3239823,O=C(c1cc(=O)[nH]c2ccc(Br)cc12)N1CCC2(CC1)OCCO2
3239837,O=[n+]1c2c(n([O-])c3cc(F)c(F)cc31)CCCC2
2155329,CCOc1ccc(-n2c(SCC(=O)Nc3ccc4c(c3)OCCO4)nc3c(c2=O)SCC3)cc1
3239841,Cc1ccc(CS(=O)(=O)Cc2ccc(C(=O)NCC3CCCO3)o2)cc1
2049499,Cc1[nH]n(C(C)(C)C)c(=O)c1Sc1ccccc1
6603521,COc1ccc2[nH]c3c(c2c1)CN(C)CC3
3239891,Cc1ccc(CS(=O)(=O)CCC(=O)NCCCN2CCCC2)cc1
3239895,CCCOc1ccc(-c2nc(N)n[nH]2)cc1
3137668,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)C3CCCNC3=O)cc2)n1
